head,relation,tail
Method_data_augmentation_techniques,USES,Technology_AI
2502.10825,BELONGS_TO,Technology_MITRE_ATT&CK
2502.10825,BELONGS_TO,Technology_ATT&CK
1907.11158,PROPOSED,Method_Part-of-Speech_tagging
1907.11158,PROPOSED,Method_mono-lingual_LM
1907.11158,RESEARCH_ON,Task_Natural_Language_Processing
Method_Part-of-Speech_tagging,IMPROVES,Method_mono-lingual_LM
Method_Part-of-Speech_tagging,EVALUATES,Task_Natural_Language_Processing
Method_mono-lingual_LM,IMPROVES,Method_Part-of-Speech_tagging
Method_mono-lingual_LM,EVALUATES,Task_Natural_Language_Processing
1806.01742,BELONGS_TO,Technology_Debian
2403.06018,PROPOSED,Method_neural_machine_translation
2403.06018,PROPOSED,Method_LAFT
2403.06018,PROPOSED,Method_translate
2403.06018,PROPOSED,Method_language-adaptive_fine-tuning
2403.06018,PROPOSED,Method_few-shot_prompting
Method_neural_machine_translation,IMPROVES,Method_LAFT
Method_neural_machine_translation,IMPROVES,Method_translate
Method_neural_machine_translation,IMPROVES,Method_language-adaptive_fine-tuning
Method_neural_machine_translation,IMPROVES,Method_few-shot_prompting
Method_LAFT,IMPROVES,Method_neural_machine_translation
Method_LAFT,IMPROVES,Method_translate
Method_LAFT,IMPROVES,Method_language-adaptive_fine-tuning
Method_LAFT,IMPROVES,Method_few-shot_prompting
Method_translate,IMPROVES,Method_neural_machine_translation
Method_translate,IMPROVES,Method_LAFT
Method_translate,IMPROVES,Method_language-adaptive_fine-tuning
Method_translate,IMPROVES,Method_few-shot_prompting
Method_language-adaptive_fine-tuning,IMPROVES,Method_neural_machine_translation
Method_language-adaptive_fine-tuning,IMPROVES,Method_LAFT
Method_language-adaptive_fine-tuning,IMPROVES,Method_translate
Method_language-adaptive_fine-tuning,IMPROVES,Method_few-shot_prompting
Method_few-shot_prompting,IMPROVES,Method_neural_machine_translation
Method_few-shot_prompting,IMPROVES,Method_LAFT
Method_few-shot_prompting,IMPROVES,Method_translate
Method_few-shot_prompting,IMPROVES,Method_language-adaptive_fine-tuning
2204.02685,BELONGS_TO,Technology_Cyber_Threat_Intelligence_(CTI
2210.12276,RESEARCH_ON,Task_Arithmetic_Equation
2406.03478,BELONGS_TO,Technology_ViTs
2406.03478,BELONGS_TO,Technology_CNNs
2406.03478,PROPOSED,Method_ViTs
2406.03478,RESEARCH_ON,Task_Natural_Language_Processing
Method_ViTs,USES,Technology_ViTs
Method_ViTs,USES,Technology_CNNs
Method_ViTs,EVALUATES,Task_Natural_Language_Processing
Technology_ViTs,BELONGS_TO,Task_Natural_Language_Processing
Technology_CNNs,BELONGS_TO,Task_Natural_Language_Processing
2402.09844,PROPOSED,Method_Computer_Vision
2108.07865,BELONGS_TO,Technology_Transformers
2108.07865,BELONGS_TO,Technology_Word_Embeddings
2108.07865,BELONGS_TO,Technology_Deep_Learning
2108.07865,PROPOSED,Method_Automated_Extraction_of_Socio-political_Events_from_Text
2108.07865,PROPOSED,Method_Transformers
2108.07865,PROPOSED,Method_Deep_Learning
2108.07865,PROPOSED,Method_Word_Embeddings
Method_Automated_Extraction_of_Socio-political_Events_from_Text,USES,Technology_Transformers
Method_Automated_Extraction_of_Socio-political_Events_from_Text,USES,Technology_Word_Embeddings
Method_Automated_Extraction_of_Socio-political_Events_from_Text,USES,Technology_Deep_Learning
Method_Automated_Extraction_of_Socio-political_Events_from_Text,IMPROVES,Method_Transformers
Method_Automated_Extraction_of_Socio-political_Events_from_Text,IMPROVES,Method_Deep_Learning
Method_Automated_Extraction_of_Socio-political_Events_from_Text,IMPROVES,Method_Word_Embeddings
Method_Transformers,USES,Technology_Word_Embeddings
Method_Transformers,USES,Technology_Deep_Learning
Method_Transformers,IMPROVES,Method_Automated_Extraction_of_Socio-political_Events_from_Text
Method_Transformers,IMPROVES,Method_Deep_Learning
Method_Transformers,IMPROVES,Method_Word_Embeddings
Method_Deep_Learning,USES,Technology_Transformers
Method_Deep_Learning,USES,Technology_Word_Embeddings
Method_Deep_Learning,IMPROVES,Method_Automated_Extraction_of_Socio-political_Events_from_Text
Method_Deep_Learning,IMPROVES,Method_Transformers
Method_Deep_Learning,IMPROVES,Method_Word_Embeddings
Method_Word_Embeddings,USES,Technology_Transformers
Method_Word_Embeddings,USES,Technology_Word_Embeddings
Method_Word_Embeddings,USES,Technology_Deep_Learning
Method_Word_Embeddings,IMPROVES,Method_Automated_Extraction_of_Socio-political_Events_from_Text
Method_Word_Embeddings,IMPROVES,Method_Transformers
Method_Word_Embeddings,IMPROVES,Method_Deep_Learning
2011.05911,BELONGS_TO,Technology_NLP
2411.19119,PROPOSED,Method_machine_learning-based
1911.09339,BELONGS_TO,Technology_UIT-VSMEC
2404.12365,BELONGS_TO,Technology_Python
2404.12365,BELONGS_TO,Technology_FewMany
2404.12365,PROPOSED,Method_FastFit
Method_FastFit,USES,Technology_Python
Method_FastFit,USES,Technology_FewMany
1907.12905,PROPOSED,Method_Video_Captioning_with_a_Refocused_Video_Encoder
2309.00238,BELONGS_TO,Technology_TF-IDF
2309.00238,PROPOSED,Method_DL
Method_DL,USES,Technology_TF-IDF
2305.16582,BELONGS_TO,Technology_Multimodal-CoT
2305.16582,PROPOSED,Method_Graph-of-Thought_(GoT)_reasoning
2305.16582,PROPOSED,Method_Multimodal-CoT
Method_Graph-of-Thought_(GoT)_reasoning,USES,Technology_Multimodal-CoT
Method_Graph-of-Thought_(GoT)_reasoning,IMPROVES,Method_Multimodal-CoT
Method_Multimodal-CoT,USES,Technology_Multimodal-CoT
Method_Multimodal-CoT,IMPROVES,Method_Graph-of-Thought_(GoT)_reasoning
1911.10401,PROPOSED,Method_Deep_Learning_(DL
2404.00862,PROPOSED,Method_advanced_embedding_initialization
2404.00862,PROPOSED,Method_parameter-efficient_tuning
Method_advanced_embedding_initialization,IMPROVES,Method_parameter-efficient_tuning
Method_parameter-efficient_tuning,IMPROVES,Method_advanced_embedding_initialization
2004.09272,BELONGS_TO,Technology_VisDial
2210.03453,BELONGS_TO,Technology_Rule-based_Corrections
2210.03453,PROPOSED,Method_Deep_Learning_and_Rule-based_Corrections
Method_Deep_Learning_and_Rule-based_Corrections,USES,Technology_Rule-based_Corrections
2403.17220,PROPOSED,Method_Making_Sentence_Embeddings_Robust_to_User-Generated_Content
2409.13501,PROPOSED,Method_Parameter_Efficient_Fine-Tuning
2409.13501,PROPOSED,Method_UT
2409.13501,PROPOSED,Method_Updated_Transformation
2409.13501,PROPOSED,Method_PEFT
2409.13501,RESEARCH_ON,Task_Updated_Transformation
Method_Parameter_Efficient_Fine-Tuning,IMPROVES,Method_UT
Method_Parameter_Efficient_Fine-Tuning,IMPROVES,Method_Updated_Transformation
Method_Parameter_Efficient_Fine-Tuning,IMPROVES,Method_PEFT
Method_Parameter_Efficient_Fine-Tuning,EVALUATES,Task_Updated_Transformation
Method_UT,IMPROVES,Method_Parameter_Efficient_Fine-Tuning
Method_UT,IMPROVES,Method_Updated_Transformation
Method_UT,IMPROVES,Method_PEFT
Method_UT,EVALUATES,Task_Updated_Transformation
Method_Updated_Transformation,IMPROVES,Method_Parameter_Efficient_Fine-Tuning
Method_Updated_Transformation,IMPROVES,Method_UT
Method_Updated_Transformation,IMPROVES,Method_PEFT
Method_Updated_Transformation,EVALUATES,Task_Updated_Transformation
Method_PEFT,IMPROVES,Method_Parameter_Efficient_Fine-Tuning
Method_PEFT,IMPROVES,Method_UT
Method_PEFT,IMPROVES,Method_Updated_Transformation
Method_PEFT,EVALUATES,Task_Updated_Transformation
2312.07887,BELONGS_TO,Technology_PLMs
2312.07887,PROPOSED,"Method_Text_Classification,_Intent_Classification,_Relation_Extraction,_and_Named_Entity_Recognition"
2312.07887,RESEARCH_ON,Task_Task-Incremental
"Method_Text_Classification,_Intent_Classification,_Relation_Extraction,_and_Named_Entity_Recognition",USES,Technology_PLMs
"Method_Text_Classification,_Intent_Classification,_Relation_Extraction,_and_Named_Entity_Recognition",EVALUATES,Task_Task-Incremental
Technology_PLMs,BELONGS_TO,Task_Task-Incremental
2312.06122,BELONGS_TO,Technology_GPT-4
2312.06122,PROPOSED,Method_CTG
Method_CTG,USES,Technology_GPT-4
1906.02358,RESEARCH_ON,Task_Survey_on_Publicly_Available_Sinhala_Natural_Language_Processing_Tools_and_Research
2211.09511,BELONGS_TO,Technology_ASR
2305.02321,RESEARCH_ON,Task_Entity-Based_Evaluation_of_Political_Bias_in_Automatic_Summarization
2109.04711,PROPOSED,Method_Annotate
2110.02047,PROPOSED,Method_HINT
2501.19122,PROPOSED,Method_Federated_Robust_Pruning_via_Combinatorial_Thompson_Sampling
2501.19122,PROPOSED,Method_FedRTS
Method_Federated_Robust_Pruning_via_Combinatorial_Thompson_Sampling,IMPROVES,Method_FedRTS
Method_FedRTS,IMPROVES,Method_Federated_Robust_Pruning_via_Combinatorial_Thompson_Sampling
2302.05932,BELONGS_TO,Technology_NLP
2302.05932,RESEARCH_ON,Task_dialogue_state_tracking
Technology_NLP,BELONGS_TO,Task_dialogue_state_tracking
2205.10852,BELONGS_TO,Technology_Triple2Seq
2205.10852,BELONGS_TO,Technology_Relphormer
2205.10852,RESEARCH_ON,Task_Relational_Graph_Transformer_for_Knowledge_Graph_Representations
Technology_Triple2Seq,BELONGS_TO,Task_Relational_Graph_Transformer_for_Knowledge_Graph_Representations
Technology_Relphormer,BELONGS_TO,Task_Relational_Graph_Transformer_for_Knowledge_Graph_Representations
2104.09586,BELONGS_TO,Technology_AI
2104.09586,PROPOSED,Method_manual
Method_manual,USES,Technology_AI
2101.01907,RESEARCH_ON,Task_Relation_Extraction
2101.01907,RESEARCH_ON,Task_RE
2206.10265,BELONGS_TO,Technology_KnowDA
2212.07931,PROPOSED,Method_Natural_Language_Processing
2412.17165,PROPOSED,Method_semantic_overlap
cs/0304036,BELONGS_TO,Technology_XML
cs/0304036,RESEARCH_ON,Task_information_retrieval_and_information_extraction
Technology_XML,BELONGS_TO,Task_information_retrieval_and_information_extraction
2307.15776,RESEARCH_ON,Task_Link_Prediction
2407.02883,BELONGS_TO,Technology_NLP
2407.02883,BELONGS_TO,Technology_Python
2407.02883,RESEARCH_ON,Task_code_retrieval
Technology_NLP,BELONGS_TO,Task_code_retrieval
Technology_Python,BELONGS_TO,Task_code_retrieval
2204.12024,PROPOSED,Method_REPRINT
2204.01172,BELONGS_TO,Technology_PERFECT
2204.01172,PROPOSED,Method_manually_engineered_task_prompts
2204.01172,PROPOSED,Method_PERFECT
2204.01172,RESEARCH_ON,Task_PERFECT
Method_manually_engineered_task_prompts,USES,Technology_PERFECT
Method_manually_engineered_task_prompts,IMPROVES,Method_PERFECT
Method_manually_engineered_task_prompts,EVALUATES,Task_PERFECT
Method_PERFECT,USES,Technology_PERFECT
Method_PERFECT,IMPROVES,Method_manually_engineered_task_prompts
Method_PERFECT,EVALUATES,Task_PERFECT
Technology_PERFECT,BELONGS_TO,Task_PERFECT
2109.00343,PROPOSED,Method_Natural_Language_Processing
2109.00343,PROPOSED,Method_deep_contextualized_word_represen
2109.00343,PROPOSED,Method_Deep_Learning
Method_Natural_Language_Processing,IMPROVES,Method_deep_contextualized_word_represen
Method_deep_contextualized_word_represen,IMPROVES,Method_Natural_Language_Processing
Method_deep_contextualized_word_represen,IMPROVES,Method_Deep_Learning
Method_Deep_Learning,IMPROVES,Method_deep_contextualized_word_represen
2304.13672,PROPOSED,Method_UDA
2304.13672,PROPOSED,Method_FVP
2304.13672,RESEARCH_ON,Task_FVP
Method_UDA,IMPROVES,Method_FVP
Method_UDA,EVALUATES,Task_FVP
Method_FVP,IMPROVES,Method_UDA
Method_FVP,EVALUATES,Task_FVP
2405.01799,BELONGS_TO,Technology_ChatGPT
2405.01799,BELONGS_TO,Technology_AI
2010.03680,PROPOSED,Method_self-training
2310.18877,PROPOSED,Method_Speech_Embedding_Association_Test
2310.18877,RESEARCH_ON,Task_SER
2310.18877,RESEARCH_ON,Task_Speech_Emotion_Recognition
Method_Speech_Embedding_Association_Test,EVALUATES,Task_SER
Method_Speech_Embedding_Association_Test,EVALUATES,Task_Speech_Emotion_Recognition
1409.8147,BELONGS_TO,Technology_Lojasiewicz_inequality
1506.08052,BELONGS_TO,Technology_VigiWork
1506.08052,BELONGS_TO,Technology_MagiCoder
1506.08052,PROPOSED,Method_Automagically_encoding_Adverse_Drug_Reactions
Method_Automagically_encoding_Adverse_Drug_Reactions,USES,Technology_VigiWork
Method_Automagically_encoding_Adverse_Drug_Reactions,USES,Technology_MagiCoder
2402.08793,BELONGS_TO,Technology_U-Net
2406.07287,BELONGS_TO,Technology_GPT-3.5
2406.07287,BELONGS_TO,Technology_XLM-RoBERTa
2406.07287,RESEARCH_ON,Task_Task_2
Technology_GPT-3.5,BELONGS_TO,Task_Task_2
Technology_XLM-RoBERTa,BELONGS_TO,Task_Task_2
2310.07246,BELONGS_TO,Technology_Vec-Tok_Speech
2310.07246,PROPOSED,Method_VC
2310.07246,PROPOSED,Method_TTS
Method_VC,USES,Technology_Vec-Tok_Speech
Method_VC,IMPROVES,Method_TTS
Method_TTS,USES,Technology_Vec-Tok_Speech
Method_TTS,IMPROVES,Method_VC
2212.08204,BELONGS_TO,Technology_NLP
2212.08204,PROPOSED,Method_ework
Method_ework,USES,Technology_NLP
2406.10312,BELONGS_TO,Technology_ML-NLP
2406.10312,PROPOSED,Method_Machine_Learning-Natural_language
2406.10312,PROPOSED,"Method_alytics-based_machine_learning-natural_language_processing_work_tool_to_address_the_shortcomings_in_dealing_efficiency_and_data_process_versatility_of_conventional_tools_in_the_practical_context_of_big_data_volume_and_muti_data_format._This_study_identified,_assessed_and_analysed_the_medical_device_recall_initiators_according_to_the_public_medical_device_recall_database_from_2018_to_2024_with_the_ML-NLP"
Method_Machine_Learning-Natural_language,USES,Technology_ML-NLP
Method_Machine_Learning-Natural_language,IMPROVES,"Method_alytics-based_machine_learning-natural_language_processing_work_tool_to_address_the_shortcomings_in_dealing_efficiency_and_data_process_versatility_of_conventional_tools_in_the_practical_context_of_big_data_volume_and_muti_data_format._This_study_identified,_assessed_and_analysed_the_medical_device_recall_initiators_according_to_the_public_medical_device_recall_database_from_2018_to_2024_with_the_ML-NLP"
"Method_alytics-based_machine_learning-natural_language_processing_work_tool_to_address_the_shortcomings_in_dealing_efficiency_and_data_process_versatility_of_conventional_tools_in_the_practical_context_of_big_data_volume_and_muti_data_format._This_study_identified,_assessed_and_analysed_the_medical_device_recall_initiators_according_to_the_public_medical_device_recall_database_from_2018_to_2024_with_the_ML-NLP",USES,Technology_ML-NLP
"Method_alytics-based_machine_learning-natural_language_processing_work_tool_to_address_the_shortcomings_in_dealing_efficiency_and_data_process_versatility_of_conventional_tools_in_the_practical_context_of_big_data_volume_and_muti_data_format._This_study_identified,_assessed_and_analysed_the_medical_device_recall_initiators_according_to_the_public_medical_device_recall_database_from_2018_to_2024_with_the_ML-NLP",IMPROVES,Method_Machine_Learning-Natural_language
1912.03918,BELONGS_TO,Technology_Policy_Gradients
1912.03918,BELONGS_TO,Technology_Deep_Q_Networks
2407.21073,RESEARCH_ON,Task_BERT-Attack
2407.21073,RESEARCH_ON,Task_PGD-BERT-Attack
2408.01415,BELONGS_TO,Technology_COND_P-DIFF
2408.01415,PROPOSED,Method_COND_P-DIFF
Method_COND_P-DIFF,USES,Technology_COND_P-DIFF
2009.01772,BELONGS_TO,Technology_Dissenter
2009.01772,BELONGS_TO,Technology_Perspective_API
1901.05227,RESEARCH_ON,Task_genre_identification
1904.12623,BELONGS_TO,Technology_Text_Mining
1904.12623,PROPOSED,Method_Text_Mining
Method_Text_Mining,USES,Technology_Text_Mining
2411.07023,BELONGS_TO,Technology_Analog_In-Memory_Computing
2411.07023,RESEARCH_ON,Task_Natural_Language_Processing
Technology_Analog_In-Memory_Computing,BELONGS_TO,Task_Natural_Language_Processing
1812.04606,PROPOSED,Method_Outlier_Exposure
2008.00032,BELONGS_TO,Technology_DOC-ABSADeepL
2412.15900,BELONGS_TO,Technology_NLP
2408.07402,PROPOSED,Method_NLP
1911.07605,PROPOSED,Method_transfer_learning
1911.07605,RESEARCH_ON,Task_Learning_Distributed_Representations_of_Code_Changes
Method_transfer_learning,EVALUATES,Task_Learning_Distributed_Representations_of_Code_Changes
2308.02537,BELONGS_TO,Technology_ALE
1410.0281,BELONGS_TO,Technology_Python
2203.11092,BELONGS_TO,Technology_AI
2203.11092,BELONGS_TO,Technology_Artificial_Intelligence
1708.05801,RESEARCH_ON,Task_ClaC:_Semantic_Relatedness_of_Words_and_Phrases
2310.07300,PROPOSED,Method_machine_learning
2501.00608,BELONGS_TO,Technology_NLP
2501.00608,RESEARCH_ON,Task_Optimizing_Speech-Input_Length_for_Speaker-Independent_Depression_Classification
Technology_NLP,BELONGS_TO,Task_Optimizing_Speech-Input_Length_for_Speaker-Independent_Depression_Classification
2012.15419,BELONGS_TO,Technology_BioBERT
2012.15419,RESEARCH_ON,Task_QA
2012.15419,RESEARCH_ON,Task_NER
Technology_BioBERT,BELONGS_TO,Task_QA
2411.05503,BELONGS_TO,Technology_AI
2007.12223,BELONGS_TO,Technology_NLP
2007.12223,RESEARCH_ON,Task_masked_language_modeling_task
Technology_NLP,BELONGS_TO,Task_masked_language_modeling_task
2208.11367,BELONGS_TO,Technology_AI
2210.01241,BELONGS_TO,Technology_RL
2210.01241,BELONGS_TO,Technology_NLPO
2210.01241,PROPOSED,Method_PPO
2210.01241,PROPOSED,Method_RL
Method_PPO,USES,Technology_RL
Method_PPO,USES,Technology_NLPO
Method_PPO,IMPROVES,Method_RL
Method_RL,USES,Technology_NLPO
Method_RL,IMPROVES,Method_PPO
2406.02134,PROPOSED,Method_CT
2406.02134,PROPOSED,Method_PET-CT
Method_CT,IMPROVES,Method_PET-CT
Method_PET-CT,IMPROVES,Method_CT
2305.13302,BELONGS_TO,Technology_LABDet
2305.13302,PROPOSED,Method_LABDet
Method_LABDet,USES,Technology_LABDet
2210.12391,RESEARCH_ON,Task_F1
2305.09556,BELONGS_TO,Technology_TSDAE
2104.00767,RESEARCH_ON,Task_Morphological_Segmentation
2302.11405,BELONGS_TO,Technology_NLP
2411.13050,BELONGS_TO,Technology_Topkima-Former
2409.00162,PROPOSED,Method_novel_\textit{sequence-to-sequence_(seq2seq)_reward_modeling}_method._Its_key_insight_is_that_learning_from_language_feedback_rather_than_scalar_feedback_improves_RLHF_without_additional_annotations._We_replaced_the_reward_modeling_target_from_binary_maximum_likelihood_estimation_(MLE)_with_sequence_MLE
2202.01035,PROPOSED,Method_NLP_Transfer_Learning_Models
1904.03990,BELONGS_TO,Technology_JavaScript
1904.03990,PROPOSED,Method_natural_language_processing
1904.03990,PROPOSED,Method_JavaScript
1904.03990,PROPOSED,Method_Python
Method_natural_language_processing,USES,Technology_JavaScript
Method_natural_language_processing,IMPROVES,Method_JavaScript
Method_natural_language_processing,IMPROVES,Method_Python
Method_JavaScript,USES,Technology_JavaScript
Method_JavaScript,IMPROVES,Method_natural_language_processing
Method_JavaScript,IMPROVES,Method_Python
Method_Python,USES,Technology_JavaScript
Method_Python,IMPROVES,Method_natural_language_processing
Method_Python,IMPROVES,Method_JavaScript
2410.08860,BELONGS_TO,Technology_CV
2410.08860,BELONGS_TO,Technology_NLP
2308.15996,PROPOSED,Method_Decoder-only_Transformer_for_Optical_Character_Recognition
2308.15996,PROPOSED,Method_DTrOCR
2308.15996,RESEARCH_ON,Task_Decoder-only_Transformer_for_Optical_Character_Recognition
Method_Decoder-only_Transformer_for_Optical_Character_Recognition,IMPROVES,Method_DTrOCR
